id,slug,title,country,ancestry,lat,lon,source,confidence,wikidata_id,notes,llm_lat,llm_lon,llm_confidence,llm_notes,llm_excluded
247,diolkos,Diolkos,Greece,Peloponnese / Greece South / Greece / Browse by Countries,37.9491,22.9624,wikidata,low,Q1226902,matched 'Diolkos' (paved trackway in Ancient Greece which enabled boats to be moved overland across the Isthmus of Corinth) — country match,,,excluded,"The Diolkos was a linear paved trackway across the Isthmus of Corinth connecting two gulfs, not a single point; the candidate coordinates represent a location on this ancient route but the feature its",not_a_single_point
250,corinthian-canal,Corinthian Canal,Greece,Peloponnese / Greece South / Greece / Browse by Countries,37.927031,22.994623,wikidata,low,Q182873,"matched 'Corinth Canal' (canal in Peloponnese, Greece) — country match",37.927000,22.994600,high,"The Corinthian Canal is a famous, singular engineering structure crossing the Isthmus of Corinth; the description matches the known location, and the existing candidate coordinates align with the actu",
251,cenchreae,Cenchreae,Greece,Peloponnese / Greece South / Greece / Browse by Countries,37.8824,22.9925,wikidata,high,Q111565756,matched 'Cenchreae' (eastern port town of ancient Corinth) — archaeological/historic class; country match,,,,,
254,temple-of-heracles,Temple of Heracles,Jordan,Citadel / Amman / North / Jordan / Browse by Countries,,,,none,,no match,31.945400,35.928400,high,The Temple of Heracles is a well-documented prominent structure on the Amman Citadel with specific dimensions and historical context; its location on the citadel is archaeologically established.,
255,nemrut-dagi-25,Nemrut Dagi (25),Turkey,Eastern Turkey / Turkey / Browse by Countries,38.62257,42.24668,wikidata,high,Q948747,"matched 'Nemrut' (mountain in Bitlis Province, Turkey) — archaeological/historic class; country match",,,,,
256,near-nemrut-dagi-9,Near Nemrut Dagi (9),Turkey,Eastern Turkey / Turkey / Browse by Countries,36.8566453,30.7479947,nominatim,low,,"matched 'park near shemall, 1939 Sokak, Fener Mahallesi, Antalya, Muratpaşa, Antalya, Akdeniz Bölgesi, 07160, Türkiye'",,,excluded,"Description refers to a general region around Nemrut Dagi with multiple sites (Karakus Tumulus, Cendere Bridge, Arsameia), not a single point; the existing candidate is in Antalya and incorrect—Nemrut",not_a_single_point
259,delphi-stadium,Delphi: Stadium,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
260,delphi-theater,Delphi: Theater,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
261,delphi-charioteer,Delphi: Charioteer,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
262,delphi-artifacts,Delphi: Artifacts,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
263,delphi-temple-of-apollo,Delphi: Temple of Apollo,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
264,delphi-lower-area,Delphi: Lower Area,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
265,delphi-site,Delphi: Site,Greece,Greece Central / Greece / Browse by Countries,38.483333333333,22.5,wikidata,high,Q75459,"matched 'Delphi' (ancient town in Fokida, Greece) — archaeological/historic class; country match",,,,,
267,isthmia-site,Isthmia Site,Greece,Isthmia (2 folders) / Peloponnese / Greece South / Greece / Browse by Countries,37.91527778,22.9925,wikidata,high,Q1232123,"matched 'Sanctuary of Isthmian Poseidon, Isthmia' (ancient Greek sanctuary, and current archaeological site) — archaeological/historic class; country match",,,,,
268,artifacts,Artifacts,Greece,Isthmia (2 folders) / Peloponnese / Greece South / Greece / Browse by Countries,39.1104058,26.5576305,nominatim,low,,"matched 'Artifacts, Ερμού, Επάνω Σκάλα, Μυτιλήνη, Δημοτική Ενότητα Μυτιλήνης, Δήμος Μυτιλήνης, Περιφερειακή Ενότητα Λέσβου, Περιφ'",37.936700,23.044000,high,"The Isthmia Museum is located at the archaeological site of Isthmia in the Peloponnese, near the Isthmus of Corinth, and houses artifacts from Isthmia, Cenchrea, and surrounding sites.",
271,athletic-images-23,Athletic Images 23,Italy,Rome 13 Folders / Italy / Browse by Countries,43.7735403,11.255928,nominatim,low,,"matched 'Game 7 athletic, Piazza del Duomo, Quartiere 1, Firenze, Toscana, 50123, Italia'",41.892400,12.496400,high,"Description explicitly states the display was in the Colosseum in Rome during 2003-2004; the Colosseum is a singular, famous landmark with well-established coordinates.",
274,epidaurus-site,Epidaurus Site,Greece,Epidaurus / Peloponnese / Greece South / Greece / Browse by Countries,37.59777777777778,23.074444444444445,wikidata,high,Q233576,"matched 'Epidaurus' (ancient city in Argolis, Greece) — archaeological/historic class; country match",,,,,
275,theater,Theater,Greece,Epidaurus / Peloponnese / Greece South / Greece / Browse by Countries,37.9068592,22.8769793,nominatim,low,,"matched 'Θέατρο, ΕΠ28, Κοινότητα Αρχαίας Κορίνθου, Δημοτική Ενότητα Κορινθίων, Δήμος Κορινθίων, Περιφερειακή Ενότητα Κορινθίας, Π'",37.635300,23.076600,high,"The description clearly identifies this as the famous Theater of Epidaurus, one of the most renowned ancient Greek theaters, known for its exceptional preservation and 4th century BC construction; the",
276,epidaurus-artifacts,Epidaurus Artifacts,Greece,Epidaurus / Peloponnese / Greece South / Greece / Browse by Countries,37.59777777777778,23.074444444444445,wikidata,high,Q233576,"matched 'Epidaurus' (ancient city in Argolis, Greece) — archaeological/historic class; country match",,,,,
278,beehive-tombs,Beehive Tombs,Greece,Mycenae 3 folders / Peloponnese / Greece South / Greece / Browse by Countries,37.9982798,23.7381371,nominatim,low,,"matched 'Beehive, 2-4, Παξών, Πλατεία Αμερικής, Νέα Κυψέλη, Κυψέλη, 6η Κοινότητα Αθηνών, Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότ'",37.731600,23.733100,high,"The description explicitly refers to tholos tombs in the vicinity of Mycenae, a major Mycenaean archaeological site in the Peloponnese; several famous beehive tombs including the Treasury of Atreus ar",
279,setting,Setting,Greece,Mycenae 3 folders / Peloponnese / Greece South / Greece / Browse by Countries,,,,none,,no match,37.731500,23.735100,high,Mycenae is a well-known archaeological site in the Peloponnese approximately 90 km southeast of Athens; the description's geographical details match the established location of the ancient citadel.,
280,citadel-280,Citadel,Greece,Mycenae 3 folders / Peloponnese / Greece South / Greece / Browse by Countries,37.7291942,22.7544288,nominatim,low,,"matched 'Μυκήνες, Δημοτική Ενότητα Μυκηναίων, Δήμος Άργους - Μυκηνών, Περιφερειακή Ενότητα Αργολίδος, Περιφέρεια Πελοποννήσου, Απ'",37.729194,22.754429,high,"The existing candidate coordinates match the known location of Mycenae's citadel in the Peloponnese, and the description's geographic details (southeast of Athens, limestone hill, strategic mountain p",
281,olympia-museum-pottery,Olympia Museum Pottery,Greece,Olympia (5 folders) / Peloponnese / Greece South / Greece / Browse by Countries,37.638333333333335,21.63,wikidata,low,Q38888,"matched 'Olympia' (town on the Peloponnese peninsula in Greece, site of the ancient Olympic Games) — country match",37.638333,21.630000,high,"The description refers to pottery in the museum at Olympia; the existing candidate coordinates point to the Archaeological Museum of Olympia, which is the correct location for such artifacts.",
282,olympia-temple-of-zeus,Olympia Temple of Zeus,Greece,Olympia (5 folders) / Peloponnese / Greece South / Greece / Browse by Countries,37.638333333333335,21.63,wikidata,low,Q38888,"matched 'Olympia' (town on the Peloponnese peninsula in Greece, site of the ancient Olympic Games) — country match",37.638600,21.630800,high,The Temple of Zeus at Olympia is a famous singular archaeological site with well-documented coordinates; the existing candidate aligns with known location data for this major ancient Greek temple.,
284,thessalonica-forumagora,Thessalonica Forum/Agora,Greece,Greece North / Greece / Browse by Countries,40.640277777777776,22.935555555555556,wikidata,low,Q17151,"matched 'Thessaloniki' (city in Macedonia, Greece) — country match",40.637300,22.941900,high,"Description places the forum a block south of Agios Dimitrios church in Thessalonica; the church is at approximately 40.6383, 22.9419, so the forum is slightly south of this anchor point.",
285,thessalonica-city,Thessalonica City,Greece,Greece North / Greece / Browse by Countries,40.640277777777776,22.935555555555556,wikidata,low,Q17151,"matched 'Thessaloniki' (city in Macedonia, Greece) — country match",40.640100,22.935500,high,"Thessaloniki is a well-known ancient city in northern Greece; the description's geographic details (187 mi north of Athens, on Via Egnatia, second largest city) confirm the modern city location, which",
286,thessalonica-st-demetrius-church,Thessalonica St. Demetrius Church,Greece,Greece North / Greece / Browse by Countries,40.640277777777776,22.935555555555556,wikidata,low,Q17151,"matched 'Thessaloniki' (city in Macedonia, Greece) — country match",40.634600,22.941200,high,"St. Demetrius Basilica is a famous, singular church in Thessalonica with well-documented location in the lower city; coordinates refined from existing candidate to the precise basilica location.",
287,thessalonica-monastery-of-vlatadon,Thessalonica Monastery of Vlatadon,Greece,Greece North / Greece / Browse by Countries,40.640277777777776,22.935555555555556,wikidata,low,Q17151,"matched 'Thessaloniki' (city in Macedonia, Greece) — country match",40.640300,22.935600,high,"The description clearly identifies the Monastery of Vlatadon as located on a high hill near the northern wall of ancient Thessaloniki, founded in 1360 by the Vlatades brothers; the existing candidate ",
289,caesarea-seaside-circushippodrome,Caesarea Seaside Circus/Hippodrome,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.495700,34.906300,high,"The description places the hippodrome at Caesarea Maritima with specific landmarks (north of Promontory Palace, south of Crusader Fort), allowing precise identification of this well-documented Herodia",
290,caesarea-promontory-palace,Caesarea Promontory Palace,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.504600,34.906700,high,"The description explicitly identifies this as the Promontory Palace at Caesarea Maritima built by Herod the Great, extending into the Mediterranean Sea; the existing candidate coordinates for Caesarea",
291,caesarea-theater,Caesarea Theater,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.500000,34.900000,high,"The Caesarea Theater is a well-documented archaeological site built by Herod the Great at Caesarea Maritima in Israel, and the coordinates match the known location of this famous Roman theater.",
292,caesarea-harbor,Caesarea Harbor,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.505800,34.907000,high,"Caesarea Harbor is a famous singular archaeological site built by Herod the Great; the description confirms the harbor's Herodian construction and historical references, matching the well-documented a",
293,caesarea-aqueduct-high-level,"Caesarea Aqueduct, High Level",Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.495000,34.905000,high,"The description explicitly locates the high-level aqueduct's water source near Shuni, north-northeast of Caesarea at the foot of Mt. Carmel, and the aqueduct itself ran to Caesarea; coordinates place ",
294,caesarea-aqueduct-low-level,"Caesarea Aqueduct, Low Level",Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.483300,34.916700,medium,"Low-level aqueduct near Caesarea running north toward Zarqa River; coordinates place it at the southern terminus near ancient Caesarea, consistent with the 5 km northward extension described.",
295,caesarea-crusader-city,Caesarea Crusader City,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.504300,34.913700,high,"The description refers to the Crusader fortifications at Caesarea, a well-documented historical site with specific references to Louis IX's moat (1251-1252) and Mamluk conquest (1265); the existing ca",
296,caesarea-museum-artifacts,Caesarea Museum Artifacts,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.504300,34.901100,high,Caesarea Maritima is a well-documented archaeological site on Israel's coast; artifacts including the Pontius Pilate Inscription are housed at the Caesarea Museum located within the archaeological par,
299,middle-bronze-i-settlements,Middle Bronze I Settlements,Israel,Negev Highlands / South / Israel / Browse by Countries,,,,none,,no match,,,excluded,"This describes a broad archaeological period and settlement pattern across the Negev Highlands region, not a specific single site location.",not_a_single_point
302,caesarea-temple-of-augustus-and-roma,Caesarea Temple of Augustus and Roma,Israel,Sharon Plain (12 folders) / Central / Israel / Browse by Countries,32.5,34.9,wikidata,medium,Q1615560,matched 'Caesarea' (modern day town in Israel) — place class; country match,32.504200,34.897200,high,"The Temple of Augustus and Roma was a major monument in Caesarea Maritima, built by Herod the Great; the existing candidate coordinates (32.5, 34.9) are well-established for this archaeological site.",
304,masada-western-palace,Masada Western Palace,Israel,Dead Sea / Central / Israel / Browse by Countries,31.315555555556,35.353888888889,wikidata,high,Q186312,matched 'Masada' (archaeological site in southeastern Israel) — archaeological/historic class; country match,,,,,
305,masada-northern-palace,Masada Northern Palace,Israel,Dead Sea / Central / Israel / Browse by Countries,31.315555555556,35.353888888889,wikidata,high,Q186312,matched 'Masada' (archaeological site in southeastern Israel) — archaeological/historic class; country match,,,,,
306,masada-structures-on-plateau,Masada Structures on Plateau,Israel,Dead Sea / Central / Israel / Browse by Countries,31.315555555556,35.353888888889,wikidata,high,Q186312,matched 'Masada' (archaeological site in southeastern Israel) — archaeological/historic class; country match,,,,,
307,masada-roman-ramp-and-camps,Masada Roman Ramp and Camps,Israel,Dead Sea / Central / Israel / Browse by Countries,31.315555555556,35.353888888889,wikidata,high,Q186312,matched 'Masada' (archaeological site in southeastern Israel) — archaeological/historic class; country match,,,,,
308,bethany-beyond-the-jordan,Bethany Beyond the Jordan,Jordan,Central / Jordan / Browse by Countries,31.836944444444,35.547222222222,wikidata,high,Q2617848,matched 'Bethabara' () — archaeological/historic class; country match,,,,,
309,mount-of-beatitudes,Mount of Beatitudes,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.88078333,35.55581944,wikidata,low,Q543683,"matched 'Mount of Beatitudes' (mountain in Israel, near Lake Galilee) — country match",32.880783,35.555819,high,"The description precisely matches the known Mount of Beatitudes location on the northwest shore of the Sea of Galilee, with the iconic octagonal Catholic Church designed by Barluzzi (completed 1938) c",
311,korazinchorazin-village,Korazin/Chorazin Village,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,31.782416666667,35.209611111111,wikidata,low,Q30526902,"matched 'Korazin Synagogue' (a synagogue on Korazin Street, Jerusalem) — country match",32.856700,35.422800,high,"Chorazin is a well-documented archaeological site 2 miles north of Capernaum overlooking the Sea of Galilee, with distinctive black basalt remains and a famous ancient synagogue; coordinates place it ",
312,korazinchorazin-synagogue,Korazin/Chorazin Synagogue,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,31.782416666667,35.209611111111,wikidata,low,Q30526902,"matched 'Korazin Synagogue' (a synagogue on Korazin Street, Jerusalem) — country match",32.824100,35.436400,high,"Korazin is a well-documented ancient Jewish village in the Galilee region north of the Sea of Galilee, with a famous 5th-century basalt synagogue; the existing candidate is incorrect (it refers to a J",
314,golden-gate-east,Golden Gate & East,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7789574,35.2370903,nominatim,low,,"matched 'שער הרחמים, העופל, מעלה הזיתים, סילוואן, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9114101, ישראל'",31.778957,35.237090,high,"The Golden Gate (Sha'ar al-Rahma) is a well-known, singular architectural feature on the east wall of the Temple Mount platform in Jerusalem, and the existing candidate coordinates align with this fam",
315,el-aqsa-south,El Aqsa & South,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match,31.973700,35.235300,high,Al-Aqsa Mosque is a famous singular site on the southern edge of Temple Mount/Haram esh-Sharif in Jerusalem; coordinates place it at the mosque's main structure.,
316,west,West,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.7878529,34.9656527,nominatim,low,,"matched 'מגדל חברת החשמל, 1, נתיב האור, נאות פרס, רובע מערב חיפה, חיפה, נפת חיפה, מחוז חיפה, 3508508, ישראל'",31.736500,35.234800,high,Description explicitly refers to the western area of the Haram esh-Sharif/Temple Mount platform in Jerusalem; coordinates place location at Temple Mount's western edge.,
317,antonia-north,Antonia & North,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match,31.737300,35.235300,high,"The description explicitly identifies this as the northern boundary of the Haram esh-Sharif where the Antonia Fortress was located, north of the Temple Mount platform, with the Umariyya School as the ",
318,dome-of-the-rock-central,Dome of the Rock & Central,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7780172,35.2352962,nominatim,low,,"matched 'כיפת הסלע, הר הבית, הרובע המוסלמי, העיר העתיקה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9114101, ישראל'",31.778017,35.235296,high,The Dome of the Rock is a famous singular monument on the Temple Mount in Jerusalem's Old City; the existing candidate coordinates match the well-known location of this iconic structure.,
319,views-haram,Views & Haram,Israel,Temple Mount Platform/Haram - 6 folders / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match,,,unknown,Description contains only a placeholder ('Commentary to follow') with no geographic detail; cannot determine a specific location.,
320,upper-room-mt-zion,Upper Room Mt. Zion,Israel,Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.6297875,35.323335,nominatim,low,,"matched 'קרן קיימת לישראל, עפולה עילית, עפולה, נפת יזרעאל, מחוז הצפון, 1834328, ישראל'",31.768300,35.233600,high,"Description explicitly locates Mount Zion on the western ridge south of Jerusalem's Old City wall; this is the well-established traditional Mount Zion site in Jerusalem, not the nominatim candidate wh",
322,exterior-of-church-of-the-holy-sepulcher-5-images,Exterior of Church of the Holy Sepulcher 5 images,Israel,Church of Holy Sepulcher (12 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match,31.138400,35.229400,high,Church of the Holy Sepulcher is a famous singular landmark in Jerusalem's Old City; the description refers to its exterior.,
323,calvary-15-images,Calvary 15 images,Israel,Church of Holy Sepulcher (12 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.778611111111,35.229444444444,wikidata,low,Q170516,matched 'Calvary' (site outside Jerusalem where Jesus was crucified according to the Gospels) — country match,31.778611,35.229444,high,Calvary is located within the Church of the Holy Sepulcher in Jerusalem; the existing candidate coordinates match this well-documented location.,
324,tomb-of-jesus-11-images,Tomb of Jesus 11 images,Israel,Church of Holy Sepulcher (12 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7804333,35.2396471,nominatim,low,,"matched 'قبر السيدة العذراء مريم, יריחו, העיר העתיקה, ירושלים | القدس, נפת ירושלים, מחוז ירושלים, 9119001, ישראל'",31.738300,35.229400,high,The Tomb of Jesus (Edicule) is located inside the Church of the Holy Sepulcher in Jerusalem's Old City; the existing candidate appears to reference a different site (Tomb of Mary in Jericho) so correc,
325,syrian-chapel-3,Syrian Chapel 3,Israel,Church of Holy Sepulcher (12 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,33.0039596,35.7340814,nominatim,low,,"matched 'Syrian-claimed Golan Heights, מחוז הצפון, ישראל'",31.937300,35.229900,high,Syrian Chapel 3 is located within the Church of the Holy Sepulcher in Jerusalem's Old City; the existing candidate's Golan Heights match is clearly erroneous and should be corrected to the actual chur,
326,interesting-places-8-images,Interesting Places (8 images),Israel,Church of Holy Sepulcher (12 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,,,,none,,no match,31.738700,35.229400,high,"The description explicitly refers to features within the Church of the Holy Sepulcher, a singular and well-documented sacred site in Jerusalem's Old City.",
327,et-tellgeshurbethsaida,et-Tell/Geshur/Bethsaida,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.90995,35.63053611,wikidata,high,Q501773,matched 'Bethsaida' (archaeological site) — archaeological/historic class; country match,,,,,
328,haluqim,Haluqim,Israel,Negev Highlands / South / Israel / Browse by Countries,30.9136125,34.8303316,nominatim,low,,"matched 'הר חלוקים, מועצה אזורית רמת נגב, נפת באר שבע, מחוז הדרום, 8499300, ישראל'",30.913600,34.830300,medium,"The existing nominatim candidate matches the Hebrew place name and regional location; description confirms Iron II fortress south of Beersheba near Sede Boqer in the Negev Highlands, consistent with t",
330,philippi-south,Philippi South,Greece,Greece North / Greece / Browse by Countries,41.0132841,24.2839744,nominatim,low,,"matched 'Φίλιπποι, ΕΟ12, Κρηνίδες, Δήμος Καβάλας, Περιφερειακή Ενότητα Καβάλας, Περιφέρεια Ανατολικής Μακεδονίας και Θράκης, Αποκ'",41.011500,24.284500,high,"The description explicitly identifies the southern section of Philippi divided by a north-south road, containing the Roman forum, bema, and Byzantine structures; the existing candidate is very close a",
331,philippi-north,Philippi North,Greece,Greece North / Greece / Browse by Countries,41.0132841,24.2839744,nominatim,low,,"matched 'Φίλιπποι, ΕΟ12, Κρηνίδες, Δήμος Καβάλας, Περιφερειακή Ενότητα Καβάλας, Περιφέρεια Ανατολικής Μακεδονίας και Θράκης, Αποκ'",41.013284,24.283974,high,"The existing nominatim candidate matches the official location of Philippi in northern Greece (Kavala region, Eastern Macedonia and Thrace), a famous archaeological site with well-documented coordinat",
332,philippi-baptismal-site,Philippi Baptismal Site,Greece,Greece North / Greece / Browse by Countries,41.0132841,24.2839744,nominatim,low,,"matched 'Φίλιπποι, ΕΟ12, Κρηνίδες, Δήμος Καβάλας, Περιφερειακή Ενότητα Καβάλας, Περιφέρεια Ανατολικής Μακεδονίας και Θράκης, Αποκ'",41.013284,24.283974,medium,"The description places the baptismal site at Philippi near a riverside outside the gate where Lydia was baptized; the existing candidate at the ancient city of Philippi is appropriate, though the exac",
334,yad-vashem,Yad Vashem,Israel,Israel Museum and Yad VaShem (5 folders) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,31.7744237,35.1772481,wikidata,medium,Q156591,matched 'Yad Vashem' (Israel's official memorial to the Jewish victims of the Holocaust) — place class; country match,31.774424,35.177248,high,"Description confirms Yad Vashem's location in west Jerusalem near Mt. Herzl cemetery, matching the Wikidata candidate which is Israel's official Holocaust memorial complex.",
335,tabgha,Tabgha,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.873658333333,35.548975,wikidata,medium,Q1026813,matched 'Tabgha' (hamlet on the shore of Sea of Galilee) — place class; country match,32.873658,35.548975,high,Tabgha is a well-known archaeological site on the Sea of Galilee shore near Capernaum; the description's specific location marker (1.6 mi southwest of Capernaum) and the existing Wikidata candidate al,
336,sarcophagi-archaeology-museum-istanbul,Sarcophagi Archaeology Museum Istanbul,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,36.6204129,29.1175167,nominatim,low,,"matched 'Lycian Sarcophagi, 71. Sokak, Kesikkapı Mahallesi, Fethiye, Muğla, Ege Bölgesi, 48300, Türkiye'",41.008300,28.978400,high,"The description explicitly refers to 'the Archaeological Museum in Istanbul' with its famous entrance and collection from the Ottoman Empire; this is the Istanbul Archaeological Museums, located in th",
337,inscriptions-archaeology-museum-istanbul,Inscriptions Archaeology Museum Istanbul,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,,,,none,,no match,41.005800,28.981700,high,"The description refers to the Istanbul Archaeological Museum, a famous singular institution located in the Sultanahmet district near the Topkapi Palace.",
338,statues-of-people-archaeology-museum-istanbul,Statues of People Archaeology Museum Istanbul,Turkey,Istanbul and Marmara Region / Western Turkey / Turkey / Browse by Countries,,,,none,,no match,41.008200,28.978900,high,The Istanbul Archaeology Museum is a well-known institution located in the Sultanahmet district near the Topkapi Palace in Istanbul.,
339,church-of-primacy-of-peter,Church of Primacy of Peter,Israel,Sea of Galilee 19 folders / North / Israel / Browse by Countries,32.7456141,35.3381848,nominatim,low,,"matched 'كنيسه, 754, כפר כנא, נפת יזרעאל, מחוז הצפון, 1789089, ישראל'",32.844200,35.408200,high,"The Church of Primacy of Peter is a well-documented Franciscan chapel at Tabgha on the northwestern shore of the Sea of Galilee, marking the traditional site of Jesus feeding his disciples (John 21). ",
341,sepphoris-roman-villa-mosaics,Sepphoris Roman Villa Mosaics,Israel,Lower Galilee / North / Israel / Browse by Countries,32.753055555556,35.279166666667,wikidata,high,Q1132798,matched 'Sepphoris' (ancient city in Israel) — archaeological/historic class; country match,,,,,
342,sepphoris-citadel,Sepphoris Citadel,Israel,Lower Galilee / North / Israel / Browse by Countries,32.753055555556,35.279166666667,wikidata,high,Q1132798,matched 'Sepphoris' (ancient city in Israel) — archaeological/historic class; country match,,,,,
345,antioch-on-the-orontes,Antioch On the Orontes,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,36.20472222222222,36.181666666666665,wikidata,high,Q200441,matched 'Antioch' (ancient Greek city in southern Turkey) — archaeological/historic class; country match,,,,,
346,seleucia-pieria,Seleucia Pieria,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,36.873725,31.47555278,wikidata,high,Q362627,matched 'Seleucia' (ancient city of Pamphylia in modern-day Turkey) — archaeological/historic class; country match,,,,,
347,attaliaantalya,Attalia/Antalya,Turkey,Mediterranean Coast / Central Turkey / Turkey / Browse by Countries,36.90812,30.69556,wikidata,medium,Q6487,matched 'Antalya' (city in Turkey) — place class; country match,36.908120,30.695560,high,"Antalya is a major modern city with well-documented coordinates; the description confirms it is the ancient Attalia founded by Attalus II, matching the wikidata candidate.",
351,the-citadel,The Citadel,Israel,Citadel at Jaffa Gate (folder) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,32.1091657,34.8111176,nominatim,low,,"matched 'Israel, 51, 2410, תל־אביב–יפו, מרכז הירידים, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6997801, ישראל'",31.776500,35.225900,high,Description explicitly locates the Citadel at the Jaffa Gate on the west side of Jerusalem's Old City; this is the well-known Tower of David/Citadel of Jerusalem at the Jaffa Gate entrance.,
352,citadel-museum,Citadel Museum,Israel,Citadel at Jaffa Gate (folder) / Jerusalem (65 folders!) / Central / Israel / Browse by Countries,33.0165041,35.5660485,nominatim,low,,"matched 'מצודה ישראלית, 9118, ראש פינה, נפת צפת, מחוז הצפון, ישראל'",31.776700,35.233900,high,"The description clearly refers to the museum inside the Citadel at Jaffa Gate in Jerusalem's Old City, a well-known singular institution; the existing candidate is incorrect (it points to a different ",
355,bouleuterionforum,Bouleuterion/Forum,Israel,Ashqelon / Philistine Plain / Central / Israel / Browse by Countries,32.778443,35.6596269,nominatim,low,,"matched 'Forum, מועצה אזורית עמק הירדן, נפת כנרת, מחוז הצפון, ישראל'",31.667400,34.767400,medium,"Garstang's excavations at Ashqelon in 1921-1922 are well-documented archaeological sites; the bouleuterion/forum is located within ancient Ashqelon proper, distinct from the existing candidate which i",
356,views-of-site,Views of Site,Israel,Ashqelon / Philistine Plain / Central / Israel / Browse by Countries,,,,none,,no match,31.672900,34.767500,high,"Ashkelon is a major well-documented Philistine city on the Mediterranean coast; location confirmed by multiple geographic anchors (32 mi south of Joppa, 12 mi north of Gaza, Mediterranean shore) and t",
