stw_ID,stw_Image_ID,stw_Section_ID,stw_Section_Name,stw_DateAdded,stw_Text,stw_isCurrent,stw_Images
101,,457,Tyropoeon (Central Valley) Street,,"<p>
	In the early 2000&#39;s Ronny Reich and Eli Shukron discovered and excavated a street and drainage system to the (north) west of the <a href=""go.asp?img=IJNTPS03"" target=""_blank"">Pool of Siloam</a>.&nbsp; This street led from the Temple Mount to the Pool of Siloam.&nbsp; Reich had excavated the <a href=""go.asp?img=IJNTWW10"" target=""_blank"">upper portion of this stree</a>t&nbsp; near the (south) western wall of the Temple Mount in the 1990&#39;s.<br />
	<br />
	The drainage system under this street was evidently where some of the Jewish defenders of Jerusalem, in AD 70, hid from the Romans.</p>
",False,
102,,177,Qumran,,"<p>Qumran is the antiquity site near the caves where the famous Dead Sea Scrolls were found in the late 1940&rsquo;s and early 1950&rsquo;s.&nbsp; It is located on a rise, 1 mi. west of the Dead Sea, 8.5 mi. south southeast of Jericho.</p>

<p>There were eleven principle caves that contained scrolls.&nbsp; These scrolls are now housed (primarily) in Jerusalem, in the Shrine of the Book.&nbsp; They contain some of the oldest known portions of the Hebrew Bible (= Old Testament) as well as many other extrabiblical documents.&nbsp; The total number of documents discovered in the caves near Qumran is believed to be about 930.</p>

<p>Images of <a href=""go.asp?img=ICDSQM22"">Cave 1</a> and <a href=""go.asp?img=ICDSQM25"">Cave 11</a> are available</p>
",False,"ICDSQM30, ICDSQM22, ICDSQM01, ICDSQM02"
104,,483,Temple of Zeus,,"<p>
	The Temple of Olympian Zeus is located just outside of the ancient city of Athens&mdash;east southeast of the acropolis.&nbsp; This huge temple went through several variations but the main one was begun in the fourth century B.C.&nbsp; Antiochus IV Epiphanes, Augustus, and others were involved in its construction.&nbsp; It was finally completed by the Roman Emperor Hadrian (ca. A.D. 132).</p>
",False,"GSATTZ04, GSATTZ05, GSATTZ02, GSATTZ07"
105,,127,Roman Forum Area,,"<p>The Plaka is the modern name for an older section of Athens located just north and northeast of the Acropolis. Among its maze of streets are a number of monuments and excavations have been conducted in its western section.</p>

<p>Among the monuments included in this section are the <a href=""../go.asp?img=GSATPL02"">Tower of the Winds</a>, the <a href=""../go.asp?img=GSATPL01"">Roman Agora</a>, the Library of Hadrian, and the Lysicrates Monument.</p>
",False,"GSATPL09, GSATPL06, GSATPL03"
106,,479,Deir Aziz,,"<p>
	Deir Aziz (&quot;Monastery of Aziz&quot;) is located 4 mi. [6.5 km.] east of the Sea of Galilee on the north side of a wadi that flows into the Nahal Qanaf.&nbsp; There is a very powerful spring at Deir Aziz and the remains of a prominent synagogue that dates to the Talmudic/Byzantine Period.</p>
",False,"INGLDA01, INGLDA07, INGLDA08, INGLDA13"
107,,480,Cedars of Lebanon,,"<p>
	Today there are only several thousand Cedars of Lebanon in existence.&nbsp; The cedars pictured here are from a grove in the area of the Lebanese village of Bchare&eacute; that is located at an elevation of 6,500 ft. in Mount Lebanon&mdash;about 22 mi. inland from the Mediterranean Sea (about 40 mi. northeast of Beirut).</p>
",False,"LNBCCT04, LNBCCT03, LNBCCT02"
108,,512,Inscriptions,,,False,"Atlas100, Atlas102, Atlas125, Atlas127"
109,,512,Hieroglyphic Inscriptions,,,False,"Atlas100, Atlas102, Atlas127, Atlas152"
111,,86,Hebron,,"<p>
	The city of Hebron is located 20 mi. southwest of Jerusalem.&nbsp; Abraham purchased a cave here and buried his wife Sarah in it. In turn Abraham, Isaac, and Jacob, and their spouses, were buried in Hebron.</p>
<p>
	The most prominent ancient structure in the city is the Tomb of the Patriarchs (<em>Haram el-Khalil</em> - the &quot;sacred space of the friend [of God]&quot; = Abraham).</p>
",False,"ICHJHB10, ICHJHB31, ICHJHB02, ICHJHB33"
112,,474,Abel Beth Maacah,,"<p>
	Abel Beth Maacah was a town at the very north end of the Huleh Valley.&nbsp; During the reign of David, Joab pursued the rebel Sheba to the town and there the citizens beheaded him after &quot;negotiations&quot; between Joab and a &quot;wise woman.&quot; (2 Samuel 20).</p>
<p>
	It was on the route through which the Arameans (Ben&ndash;Hadad) and later the Assyrians invaded Israel (Tiglath&ndash;pileser III).</p>
<p>
	It is located along one of the major sources of the Jordan River.&nbsp; To date, the mound has not been excavated.</p>
",False,"INHVABM02, INHVABM03, INHVABM11"
113,,320,Mount Zion (modern),,"<p>
	Modern Mount Zion is located just south of the Old City wall.&nbsp;&nbsp; There are many &ldquo;traditions&rdquo;(!) associated with the current Mount Zion.&nbsp; These include the burial place of King David, the site of Caiaphas the High Priest before whom Jesus appeared, the site of the Last Supper of Jesus with his disciples, and the outpouring of the Holy Spirit on the day of Pentecost.&nbsp;&nbsp;</p>
",False,"IJNTMZ20, IJNTMZ01, IJNTMZ52, IJNTMZ08"
115,,52,Western Wall Excavations,,"<p>
	Rubble from the destruction of the Temple by Titus in A.D. 70.</p>
<p>
	This area along the southern portion of the western wall of the Temple Mount (Haram esh-Sharif) wall have revealed <a href=""go.asp?img=IJNTWW13&amp;SiteID=38"">Robinson&#39;s Arch</a>, the <a href=""go.asp?img=IJNTWW09&amp;SiteID=38"">street level and shops</a> from the days of Jesus,&nbsp;<a href=""go.asp?img=IJNTWW10&amp;SiteID=38"">piles of rubble from the Roman&nbsp;destruction</a>&nbsp;of the Temple in A.D. 70, and an <a href=""go.asp?img=IJNTWW17&amp;SiteID=38"">important Hebrew inscription</a>.</p>
<p>
	Benjamin Mazar began the excavations in this area in the late 1960&#39;s. Ronny Reich and Yaacov Billig have continued his work in recent years.</p>
",False,"IJNTWW10, BLGWW01, IJNTWW15, IJNTWW11"
117,,347,Attalia/Antalya,,"<p>
	Antalya is the modern name for ancient Attalia located along the southern Mediterranean coastline of Turkey.</p>
<p>
	Paul and Barnabas set sail from Attalia to Antioch on the Orontes after having preached in the interior of Galatia and Phrygia on Paul&rsquo;s first missionary journey (Acts 14:25-26).</p>
",False,"TCMCAN01, TCMCAN02, TCMCAN03, TCMCAN08, TCMCAN09"
118,,246,Acrocorinth,,"<div id=""cke_pastebin"">
	<p>
		The &ldquo;Acrocorinth&rdquo; is the acropolis (citadel) of Corinth.&nbsp; It is situated to the southwest of the ancient city and rises to an elevation of 1883 ft. [574 m.].&nbsp; Today it is surrounded by walls that are about 1.85 mi. [3 km.] long.</p>
	<p>
		The foundations of the fortifications are ancient&mdash;going back to the Hellenistic Period.&nbsp; The current walls were built and rebuilt by the Byzantines, Franks, Venetians, and Ottoman Turks.</p>
</div>
",False,"GSPLCOAC24, GSPLCOAC01, GSPLCOAC09, GSPLCOAC11"
119,,515,Ain Dara,,"<p>
	Ain Dara is a large (60! acre [24 ha.]) tell located in northwestern Syria&mdash;40 mi. [65 km.] northwest of Aleppo.</p>
<p>
	One of the most interesting group of finds are a series of temples that existed from roughly 1300 to 740 B.C.&nbsp; Dr. John Monson has argued that this temple exhibits over 60 parallels to Solomon&#39;s Temple as described in the biblical text (1 Kings 6; 2 Chronicles 3).</p>
<hr />
<p>
	Monson, John J. &ldquo;The New &#39;Ain Dara Temple: Closest Solomonic Parallel.&rdquo;<em>Biblical Archaeology Review</em> vol. 26, no. 3 (May/June, 2000): 20&ndash;35, 67.</p>
",False,"SYAD01, SYAD02, SYAD03, SYAD04"
120,,478,Umm el-Qanatir,,"<p>
	The village&mdash;ancient name not known&mdash;was constructed in the fourth or fifth century AD and was destroyed by the devastating earthquake of AD 749.</p>
<p>
	It boasts one of the best-preserved ancient synagogues in the land&mdash;90% of the remains (collapsed) were still in-situ after the earthquake of AD 749.&nbsp; It is in the process of being reconstructed by Yehoshua Dray and his colleagues.</p>
<p>
	In addition, remnants of a flax processing installation have been discovered by the spring in the village.</p>
",False,"INGLUK01, INGLUK06, INGLUK08, INGLUK15"
121,,467,Jotapata,,"<p>
	Jotapata was a city situated in Lower Galilee about 3 mi. north of Sepphoris and 9 mi. [14.5 km.] north of Nazareth.&nbsp; It is mentioned numerous times in the works of the Jewish historian Josephus.</p>
<p>
	It was fortified by Josephus, who was the Jewish commander in Galilee at the beginning of the First Revolt and after a 47-day siege the Romans captured the city.&nbsp; Here Josephus went over to the side of the Romans&mdash;being one of the few survivors of the siege (<em>War</em> III: 141-408)!</p>
<p>
	The site has been excavated in recent years and here remains of the siege ramp, the defensive walls, houses (one with frescos), cisterns, caves, ritual baths, stone vessels, arrowheads, etc. have been discovered.</p>
",False,"INLGJO01, INLGJO11, INLGJO09"
122,,210,Qasr al-Abd (Palace),,"<p>
	The palace that today is called &ldquo;Qasr al&ndash;Abd&rdquo; (the castle of the servant) was the major building on the Tobiad estate.&nbsp; It was build by Hyrcanus about 180 B.C. although it was not yet complete at the time of his death in 175 B.C.&nbsp; It seems that it may never had been finished.</p>
",False,"JNIEAQA01, JNIEAQA02, JNIEAQA10, JNIEAQA16"
123,,484,Aizanoi,,"<p>
	Aizanoi is a very large Roman site located 170 mi. southwest of Ankara Turkey.&nbsp; One of the best-preserved temples of the ancient world is located there as are the impressive remains of a stadium, theater, bathhouse, meat market, etc.</p>
<p>
	Dr. Mark Wilson states that &quot;Paul probably passed through the Greco&ndash;Roman city of Aizanoi while passing through Mysa on his second journey to Troas (Acts 16:8).&quot;</p>
",False,"TNCAI01, TNCAI03, TNCAI14"
124,,493,Jezreel Valley Views,,"<p>
	This section contains several of Mount Tabor, Mount Moreh, and Mount Gilboa &mdash; on clear days!</p>
",False,"Atlas39, INJVVS10, INJVED05"
125,,430,Gamala,,"<p>Gamala&nbsp; (also spelled Gamla) t is located 3.7 mi. east of the northern end of the Sea of Galilee.&nbsp; It rises about 750 ft. above the surrounding wadis.<br />
During the great Jewish revolt (A.D. 66&ndash;70) the city joined the rebels.&nbsp; After a two-stage siege, the Roman Legions breached the city wall and slaughtered the inhabitants&mdash;Josephus (see War IV) says a total of 9,000 died.</p>
",False,"INGLGM01, INGLGM08, INGLGM02"
126,,89,Ephesus,,"<p>
	Ephesus was the major city of Asia Minor during the New Testament era.&nbsp; Paul visited the city on his second and third missionary journeys &ndash; staying there for about 3 years on his third journey.</p>
<p>
	Ephesus is one of the seven churches mentioned in the book of Revelation (1:11; 2:1&ndash;7). It is mentioned 18 times in the New Testament.</p>
<p>
	It was the center for the worship of <a href=""http://holylandphotos.org/control/go.asp?img=TWCSEA02&amp;SiteID=83"" target=""_blank"">Artemis</a> (Roman Diana).</p>
",False,"TWCSEP32, TWCSEP31, TWCSEP05"
128,,459,Knidos Harbors (folder),,"<p>
	Knidos (Cnidus) was a very important city during the Hellenistic and Roman/Byzantine Periods located in southwestern Turkey.&nbsp; It had trading connections with the eastern Mediterranean, including Egypt, and with Greece and Italy.<br />
	<br />
	Because of its location on the very southwest tip of Turkey from here ships could head north into the Aegean, northwest to Greece, or west towards Rome.&nbsp; The apostle Paul passed Cnidus on his voyage to Rome (Acts 27:7).<br />
	<br />
	Among its many temples was the <a href=""go.asp?s=460"" target=""_blank"">Temple of Aphrodite</a> (Venus) with its famous statue of Aphrodite (now lost) by the sculptor Praxiteles.</p>
",False,"TWCSKN01, TWCSKN02, TWCSKN05"
129,,460,Round Temple (folder),,"<p>
	Knidos (Cnidus) was a very important city during the Hellenistic and Roman/Byzantine Periods located in southwestern Turkey.&nbsp; It had trading connections with the eastern Mediterranean, including Egypt, and with Greece and Italy.<br />
	<br />
	Because of its location on the very southwest tip of Turkey from here ships could head north into the Aegean, northwest to Greece, or west towards Rome.&nbsp; The apostle Paul passed Cnidus on his voyage to Rome (Acts 27:7).<br />
	<br />
	Among its many temples was the <a href=""http://holylandphotos.org/control/go.asp?s=460"" target=""_blank"">Temple of Aphrodite</a> (Venus) with its famous statue of Aphrodite (now lost) by the sculptor Praxiteles.</p>
",False,"TWCSKNRT02, TWCSKNRT03, TWCSKNRT04, TWCSKNRT05"
131,,441,East Hippodrome at Caesarea,,"<p>
	Inland, east of the shore of the Mediterranean, is the largest Hippodrome in Caesarea Maritima.&nbsp; It replaced the earlier <a href=""http://holylandphotos.org/control/go.asp?s=289"" target=""_blank"">seaside one</a>.&nbsp; This eastern hippodrome was built by the Roman Emperor Hadrian (A.D. 117&ndash;138).<br />
	<br />
	It is 1,476 ft. long and 300 ft. wide.&nbsp; It could seat 30,000 people on 20 rows of seats and in the middle dividers was an obelisk (completely preserved in three parts).</p>
",False,"ICSPCMEH01, ICSPCMEH02"
132,,40,Jericho OT,,"<p>
	Old Testament Jericho was located at Tel es-Sultan near a very powerful spring.&nbsp; It is 6 miles west of the Jordan River and 10 miles north-northwest of the north end of the Dead Sea.</p>
<p>
	The tel is about 10 acres in size, which implies about 1,500 people lived on the site of the tel.&nbsp; It is mentioned 56 times in the Old Testament (Hebrew Bible) and is featured in Joshua&#39;s conquest of the Land of Canaan.</p>
<p>
	It has been excavated by numerous persons including John Garstang and Kathleen Kenyon.</p>
<p>
	New Testament Jericho (which is located at a different site)&nbsp;will be added in the future.</p>
",False,"ICJVJO24, ICJVJO03, ICJVJO05, ICJVJO02, ICJVJO15"
133,,301,Tabernacle,,"<p>
	The Tabernacle was the religious structure that Moses was commanded to build. Its description can be found in Exodus 25&ndash;30 and 35&ndash;40. It was composed of three parts: a courtyard and a wooden framed tent that had two rooms&mdash;the Holy Place and the Most Holy Place (Holy of Holies; containing the Ark of the Covenant).</p>
<p>
	The Tabernacle was a portable structure that could be carried from place to place. According to the biblical text, it was in use from the time of Moses until Solomon built his temple in the tenth century B.C.</p>
<p>
	This life-size near replica of the biblical Tabernacle was constructed under the supervision of <strong>Dr. Randall Smith</strong> and was located near Kibbutz Almog&mdash;at the northwest end of the Dead Sea.&nbsp; It has been removed.</p>
",False,"DLRLTB03, DLRLTB09, DLRLTB08, DLRLTB10"
135,,498,Egypt - Zondervan Atlas 65-71,,"<p>
	These images are from my <em>Zondervan Atlas of the Bible</em> &ndash; the chapter on the Geography of Egypt.</p>
",False,"Atlas70, AtlasA67, AtlasB67, Atlas68"
136,,523,Life of Christ 205-215,,"<p>
	The images in this section are from the <em>Zondervan Atlas of the Bible</em> &quot;The Life of Christ&quot; pp. 205&ndash;215.</p>
<p>
	<strong>For commercial publication in books, electronic media, web sites, etc</strong>. please contact <a href=""mailto:holylandphotos@comcast.net?subject=Image%20Usage"">Carl Rasmussen</a> for information on modest commercial publication fees and rights.</p>
<p>
	To consider purchasing the <em>Zondervan Atlas of the Bible</em> <a href=""http://www.christianbook.com/zondervan-atlas-of-the-bible/carl-rasmussen/9780310270508/pd/270505?event=AFF&amp;p=1165647&amp;"" target=""_blank"">Click Here</a>.</p>
",False,"INLGNZ30, INSGGB01, INSGGB07, INSGCP01, INSGVS06"
137,,477,Shechem,,"<p>
	Shechem is mentioned close to 60 times in the Bible. It was an important non-Israelite center that figured prominently in the stories of Abraham, Jacob, and later Abimelech (Judg 9). During the days of Joshua it seems to have served as an Israelite tribal and religious center.</p>
<p>
	Shechem was located on the boundary between Manasseh and Ephraim (Josh 17:2, 7) and was designated as a Levitical city as well as a city of refuge (Josh 20:7; 21:21; 1 Chron 6:66, 67). It served briefly as the first capital of the N kingdom but was replaced by Tirzah and then Samaria.&nbsp;&nbsp;</p>
<p>
	It is identified with T. Balatah (176179), that is located 30 mi. [48 km] N of Jerusalem, on E side of Nablus.</p>
",False,"ICSASH01, ICSASH06, ICHMMG07"
138,,560,"Perge: Stadium, Theater, and Bath",,"<p>
	On Paul&#39;s first missionary journey, Paul, Barnabas, and John Mark visited Perge/Perga.&nbsp; <a href=""go.asp?s=59"" target=""_blank"">Perge</a> was a very prosperous Greco&ndash;Roman city with an &quot;entertainment district&quot; that was located south of the city.&nbsp; It consists of a very well&ndash;preserved stadium and theater.</p>
",False,"TCMCPEED06, TCMCPEED08, TCMCPEED09"
139,,544,Swiss Forest - Views,,"<p>
	The &quot;Swiss Forest&quot; is a forest that covers the north-south ridge that towers over the southern portion of the city of Tiberias and the Sea of Galilee.&nbsp; There is a good paved road, with some tricky &quot;dips,&quot; that runs through it.&nbsp; The views from the several &quot;lookouts&quot; along the road are spectacular.</p>
",False,"INSGSF01, INSGSF02, INSGSF03"
140,,115,Miletus (Balat),,"<p>
	Miletus, modern Balat, was visited by Paul at the end of his third missionary journey &ndash; about A.D. 57 (Acts 20:38).&nbsp; From here he summoned the elders from the church at Ephesus, 28 mi. [45 km.] distant (as the crow flies), and after speaking to them &ndash; this is the major speech recorded on his third journey &ndash; they had a tearful parting as Paul headed for Jerusalem where he would be taken prisoner.&nbsp; Miletus is also mentioned in 2 Timothy 4:20.</p>
",False,"TWCSML30, TWCSML02, TWCSML04, TWCSML14, TWCSML28, TWCSML07"
141,,224,Hippodrome,,"<p>
	The Hippodrome in Constantinople (now Istanbul) was first constructed around A.D. 200 by the Roman Emperor Septimius Severus as part of his rebuilding of the city of Byzantium.&nbsp; Constantine the Great and his successors later expanded it.</p>
<p>
	It was 440 yrds. 480 m.] long and 107 yrds. [117 m.] wide.&nbsp; Some believe it could hold 100,000 spectators.</p>
<p>
	Today a park covers most of the hippodrome and it still reflects is elongated shape.&nbsp; Here chariot races and other extravaganzas were held: including victory parades and coronations.</p>
",False,"TWMRISHP02, TWMRISHP11, TWMRISHP03, TWMRISHP06, TWMRISHP10"
146,,546,Domus Galilaeae,,"<p>
	Domus Galilaeae is a Roman Catholic retreat center that is located 3 mi. [5 km.] to the north of the Sea of Galilee on route 8277 that leads to Korazin.&nbsp; It opened in 2000 and was blessed by Pope John Paul II.</p>
",False,"INSGDD08, INSGDD03, INSGDD04, INSGDD06"
147,,561,Daily Life,,"<p>
	The &quot;Haram esh&ndash;Sharif&quot; (= Temple Mount) is sacred to both Jew and Moslem and today is noted for the Islamic buildings that cover its 36 acres.</p>
",False,"IJHRLO05, IJHRLO08, IJHRLO03, IJHRLO06, IJHRLO01"
148,,545,Tiberias Gate & Theater,,"<p>
	For over twenty years excavations of ancient Tiberias on the western shore of the Sea of Galilee have been underway.&nbsp; One of the major finds is the <a href=""http://holylandphotos.org/control/go.asp?img=INSGTBSG01"">Roman Gate</a> that is located at the south end of the city.&nbsp; According to the excavators this gate, probably free standing without a wall attached, Herod Antipas (4BC - AD 39) built this gate when the city of Tiberias was constructed (AD 18-22).</p>
",False,"BALAGTB01, INSGTBSG01, INSGTBSG02, INSGTBSG03, INSGTBTH03"
149,,537,Qasr el-Yahud (Baptismal Site),,"<p>
	Qasr el-Yahud (&quot;Castle of the Jews&quot;) is located on the Israeli side of the Jordan River, 5.6 mi. east of Jericho and 4.5 mi.&nbsp; north of the Dead Sea directly opposite the Jordanian &quot;Bethany Beyond the Jordan.&quot;</p>
<p>
	This site, and its Jordanian counterpart, are associated with the Israelites crossing the Jordan River (Joshua 2), the boundary between Canaan and Gilead (Joshua 22), Elijah being taken up into heaven, and especially John baptizing (Matt 3:1-17; Mark 1:2-11; Luke 3:1-22; and John 1:6-34).&nbsp;&nbsp; John 1:28 in the KJV reads &quot;Betharaba beyond Jordan&quot; while the NIV more correctly reads &quot;Bethany on the other side of the Jordan.&quot;</p>
<p>
	Since the Byzantine period there have been monasteries located on both the Israeli and Jordanian sides of the river&mdash;but the western side was more easily accessible to Christian pilgrims coming from Jerusalem and Jericho.</p>
",False,"ICJVQY01, ICJVQY05, ICJVQY04, ICJVQY06"
150,,312,Korazin/Chorazin Synagogue,,"<p>
	The synagogue at Korazin/Chorazin dates to the Talmudic Period.&nbsp; It was built out of carved local Basalt stones and was probably repaired/rebuilt in the early 5th century.&nbsp; It is &quot;basilica&quot; in design with a central nave, two side aisles, and a rear aisle. &nbsp;It faces south, towards Jerusalem, and its three main doors are on the south side of the building.&nbsp; This style of synagogue is called the &quot;Galilean Type&quot; and similar examples have been found at Capernaum and Baram.</p>
",False,"INSGKZSY25, INSGKZSY26, INSGKZSY27, INSGKZSY23"
151,,62,Colossae,,"<p>
	The site of Colossae is located on the southern edge of the Lycus Valley near larger and more significant sites such as Laodecia and Hierapolis.</p>
<p>
	Paul wrote two letters to Colossae, namely Colossians and Philemon. Paul evidently never visited the city (Col 1:9; 2:1), but rather his colleague Epaphras brought the gospel message to the three cities of the Lycus Valley, that is to Colossae, to Laodicea, and to Hierapolis. However, Paul hoped to visit the city, for he requested Philemon to prepare a lodging for him in anticipation of a visit (Phil 1:23).</p>
<p>
	The mound (Turkish: <span style=""font-style: italic;"">h&uuml;y&uuml;k</span>) of Colossae has not been excavated.</p>
",False,"TWCSCL23, TWCSCL15, TWCSCL03, TWCSCL31, TWCSCL05"
152,,570,Sagalassos Upper City,,"<p>
	Sagalassos is a magnificent ancient city located about 80 mi. north of Antalya.&nbsp; It was one of the largest cities of the region/district of Pisidia.&nbsp; Although located in a very remote territory it was conquered by Alexander the Great and it was near one of the ancient roads that ran from Attalia (mod. Antalya)/Perge to Pisidian Antioch (Acts 13:13-14; 14:25).</p>
<p>
	It has been under excavation since 1990 by a Belgian team led by Marc Waelkens of the Catholic University of Leuven.&nbsp; Because of its remoteness it is very well preserved and Waelkens&#39; team has made some outstanding discoveries and has been very diligent in the preservation and restoration of the site.</p>
",False,"TXCSGUC11, TXCSGUC12, TXCSGUC01, TXCSGUC02, TXCSGUC04"
153,,571,Sagalassos Upper Agora,,"<p>
	The Upper Agora at Sagalassos provides great visualizations of a Nymphaeum, a Bouleouterian, a Heroon, a Doric Temple and the Macaellum.</p>
<p>
	Sagalassos is a site located 80 mi. north of Antalya on one of the roads from Perga/Attalia to Pisidian Antioch.</p>
",False,"TXCSGUA19, TXCSGUA20, TXCSGUA13, TXCSGUA07, TXCSGUA10"
155,,481,Khirbet Umm el–Amud (9 images),,"<p>
	Khirbet Umm el-Amud is a site located in Lower Galilee.&nbsp; Here there are remains of a village that existed from the Second Temple into the Byzantine Periods (unexcavated) and the remains of a synagogue (excavated) that dates to the third-fourth centuries A.D.&nbsp;</p>
<p>
	The synagogue has one column stranding and thus the site is called &quot;the ruin of the mother of the column&quot; in Arabic.&nbsp; The ancient name of the place is not known.</p>
<p>
	It seems to me that Jesus and his followers probably passed this site on a number of occasions as they traveled from Nazareth to Cana and from there to Magdala.&nbsp; Once at Magdala they could turn north to Capernaum or south to Tiberias</p>
",False,"INLGHA01, INLGHA02, INLGHA06, INLGHA07"
156,,229,Fair Havens,,"<p>
	Fair Havens is a port on the southern coast of Crete&mdash;modern &ldquo;Kali Limones.&rdquo;&nbsp; Because of the mountains to the north of it, it is seldom visited by tour groups.&nbsp; It is mentioned in Acts 27:8 in the following context.</p>
<p>
	&nbsp;&ldquo;&hellip; we sailed to the lee of Crete opposite Salmone &hellip; and came to a place called Fair Havens, near the town of Lasea &hellip; after the fast [Day of Atonement in late September] &hellip; the majority decided that we should sail on, hoping to reach Phoenix and winter there &hellip; so they weighed anchor and sailed along the [southern] shore of Crete &hellip; the ship was caught by the storm &hellip; we passed to the lee [south] of a small island called Cauda, we were hardly able to make the lifeboat secure.&rdquo;&nbsp; (Acts 27:7-16; NIV translation)&nbsp;</p>
<p>
	This portion of the journey eventually ended with a shipwreck near the island of Malta.</p>
",False,"GICRFH12, GICRFH13, GICRFH24, GICRFH21"
157,,463,Lachish,,"<p>
	Lachish is located 29 mi. west southwest of Jerusalem in the Judean Shephelah.&nbsp; Joshua defeated its king (Josh 10:12:11).&nbsp; The Judean king Rehoboam fortified it shortly after the death of Solomon (2 Chron 11:9).&nbsp; The Assyrian king Sennacherib captured the town in 701 B.C. (2 Kgs 18 14, 17: 19:8; 2 Chron 32:9; Isa 36:2; 37:8; Micah 1:13) as did the Babylonian Nebuchadnezzar (Jer 34:7).&nbsp; It is mentioned frequently in extrabiblical sources.<br />
	<br />
	It was excavated in the 1930&#39;s by J. L. Starkey, in the 1960&#39;s by Y. Aharoni, and in the 1970&#39;s by D. Ussishkin and his colleagues.</p>
",False,"ICSHLA02, ICSHLA04, ICSHLArr21"
158,,580,Magdala/Taricheae,,"<p>
	The site of <em>al&ndash;Majdal</em> (Arabic for &quot;tower&quot;) is located 4 mi. northwest of Tiberias, along the western shore of the Sea of Galilee.&nbsp; It was evidently the home of Mary Magdalene, one of the followers of Jesus who is mentioned 12 times in the NT.&nbsp; It actually may also be the site of &quot;Magadan: (Matt 15:39) and/or &quot;Dalmanutha&quot; (Mark 8:10).</p>
<p>
	The site was excavated in the 1970&#39;s and more recent (ongoing) excavations have found the remains of an early Jewish Synagogue dated to the first century A.D. as well as ritual baths, streets, houses, and even the wharf.</p>
<p>
	If the dating of this structure is correct, and it is in fact a synagogue, then it is very possible that persons mentioned in the Gospels worshiped here from time to time.</p>
",False,"INSGMG22, INSGMG07, INSGMG10"
159,,184,Andriace (Andriake),,"<p>
	Andriace is a port city located on the southern coast of Turkey in an area known in ancient times as Lycia.&nbsp; Andriace served as the port of Myra that is located 3 mi. [5 km.] to the northeast.</p>
<p>
	The apostle Paul probably changed ships here&nbsp; in A.D. 60 on his way to Rome.&nbsp; Acts 27:5&ndash;6 describes this portion of his trip from Caesarea to Rome in this way:&nbsp; &ldquo;when we had sailed across the open sea off the coast of Cilicia and Pamphylia, we landed at Myra in Lycia.&nbsp; Here the centurion found an Alexandrian ship sailing for Italy and put us on board.&rdquo;&nbsp; Much of this must have transpired in Andriace, the port of <a href=""http://holylandphotos.org/control/go.asp?s=185"" target=""_blank"">Myra</a>.</p>
",False,"TWTQAD43, TWTQAD15, TWTQAD11, TWTQAD33"
160,,104,Bethlehem,,"<p>
	Bethlehem is located 5 mi. south southwest of Jerusalem.</p>
<p>
	It was a city in the tribal territory of Judah. The ancestors of King David lived here &mdash; Ruth, Naomi, Boaz, Jesse, etc. It is mentioned 40 times in the Old Testament. Besides being the birthplace of David (1 Samuel 16) it was fortified by the Judean King Rehoboam (ca. 926 B.C.; 2 Chron 11:6) and resettled by Jews after the Babylonian Exile (Ezra 2:21; Neh 7:26). It is mentioned 8 times in the New Testament, especially in connection with the birth of Jesus (Matt 2:5&ndash;12, 16; etc.).</p>
<p>
	The focal point of the town is the Church of Nativity which is built over the site where tradition has it that Jesus was born. There, Christmas celebrations are held at various times by the Christian communities that have &quot;rights&quot; to/in the building.</p>
",False,"ICHJBT51, ICHJBT08, ICHJBT03, ICHJBT11, ICHJBT20"
161,,225,Caesarea Philippi,,"<p>
	Caesarea Philippi is situated in northern Israel at the foot of Mt. Hermon at one of the five the headwaters of the Jordan River in the northern Huleh Valley.&nbsp; It was originally called Paneas for it was here that the god <a href=""http://holylandphotos.org/control/go.asp?img=INHVCP07dp"">Pan</a> , among others, was worshipped.&nbsp; Today it is called &ldquo;Banias&rdquo; for local Arabs have difficulty pronouncing the &ldquo;p&rdquo; sound in &ldquo;Paneas.&rdquo;</p>
<p>
	In 198 B.C. the Seleucids&mdash;Greek rulers of Syria&mdash; defeated the Ptolemies&mdash;Greek rulers of Egypt&mdash; who had controlled Palestine since roughly 300 B.C.&nbsp; Thus the control of Palestine passed into the hands of the Seleucids.</p>
<p>
	At the death of Herod the Great, in 4 B.C., this city along with various territories in the area were given to his son Philip.&nbsp; In 2 B.C. Philip rebuilt the city and called it &ldquo;Caesarea Philippi&rdquo;&mdash;to distinguish it from <a href=""http://holylandphotos.org/control/go.asp?img=ICSPCM03"" target=""_blank"">Caesarea Maritima</a> .</p>
<p>
	It was here at Caesarea Philippi that Jesus retired from the crowds, and it was here that Peter made his &ldquo;great confession&rdquo; that they believed that Jesus was the &ldquo;Messiah, the son of God&rdquo;&nbsp; (Matt 16:13&ndash;20; Mark 8:27&ndash;30).</p>
",False,"INHVCP04dp, INHVCP07dp, INHVCP05"
