section_ID,section_Parent_ID,section_Title,section_Text,section_Map_X,section_Map_Y,section_DateAdded,section_LastModified,section_SortOrder,section_Type_ID,section_Level,section_Image,section_Keywords,section_Notes,section_Old_ID,section_Old_Parent_ID
57,21,Lystra,"<p><a href=""go.asp?img=TCSCLY01&amp;SiteID=48"">Lystra</a> (mentioned 6 times in the NT) was a city in the district of Lycaonia. It is located on a mound (Zordula Huyuk) just north of the Turkish village of Hatun Saray - about 21 miles [35 km.] south of <a href=""go.asp?img=TCSCKY01&amp;SiteID=49"">Konya</a> (ancient Iconium).</p>
<p>It is bounded by massive mountains on the west and south, but the highland plains of Anatolia stretch out to the east and north. It was not on a natural thoroughfare, but the Romans made it into a colony in 6 B.C. &mdash; probably as an eastern frontier outpost and as a place to help control tribes located in the mountains to the west of Lystra. Eventually, because of its status as a &quot;colony,&quot; a road was built connecting <a href=""go.asp?img=TCSCKY01&amp;SiteID=49"">Iconium</a>, Lystra, Laranda, <a href=""go.asp?img=TCSCDR01&amp;SiteID=47"">Derbe</a>, and Cilicia. Because of its isolated position it was a bit more &quot;provincial&quot; than Iconium or Pisidian Antioch to the north and northwest.</p>
<p>Lystra was visited by Paul and Barnabas on their first missionary journey (Acts 14:6, 8, 21). There they healed a crippled man. But when the local population tried to worship them as Hermes and Zeus - with <a href=""go.asp?img=TCSCPA14"" target=""_blank"">oxen and garlands</a> (Acts 14:11-13) - they refused the honor. At that point, the local population turned on them, stoning Paul and leaving him for dead. But Paul recovered and they headed southeast for Derbe &mdash; about 60 miles [100 km.] distant.</p>
<p>Lystra was visited by Paul on his second journey and it seems that his beloved companion Timothy was from there (Acts 16:1-5; 2 Tim 3:11) as were Timothy's grandmother Lois and mother Eunice (2 Tim 1:5). Paul probably visited Lystra on his third journey (Acts 18:23).</p>
<p>The site of Lystra has not been excavated, but a stone altar, dating to the second century A.D., was found at the site. It is inscribed in Latin and includes the name &quot;Lystra.&quot; It is now in the museum in Konya.</p>",,,,,1,4,,Lystra02.jpg,Lystra Map Maps,,48,32
58,21,Iconium (Konya),"<p>Iconium (modern <a href=""go.asp?img=TCSCKY01&amp;SiteID=49"">Konya</a>) is located 150 mi. [250 km.] south of Ankara and about 100 mi. [165 km.] east of Pisidian Antioch &mdash; via the road system. Paul and Barnabas visited the city on Paul's first missionary journey (Acts 13:51&ndash;14:7). Here they preached in the synagogue and then the&nbsp;city.&nbsp;&nbsp;After about three months the opposition became so great that they had to flee for their lives to <a href=""go.asp?img=TCSCLY01&amp;SiteID=48"" target=""_blank"">Lystra </a>and <a href=""go.asp?img=TCSCDR01&amp;SiteID=47"" target=""_blank"">Derbe</a>. Paul revisited the city on his second (Acts 16:2) and probably third journeys.</p>
<p>Iconium is situated at the western edge of the great <a href=""go.asp?img=TCSCDR04&amp;SiteID=47"" target=""_blank"">Anatolian plateau </a>at an elevation of 3,600 feet (1,100 m.) and roads from the east, especially from Cilicia (Tarsus) gather to it. From Iconium there is a pass through the mountains to the west &mdash; as the road heads toward Pisidian Antioch. In Paul's day the prosperous city was a Roman colony.</p>
<p>A later legend &mdash; The Acts of Paul and Thecla (third century A.D.) &mdash; describes the exploits of Thecla who, originally from Iconium, was miraculously saved from death first by fire and then by wild beasts. She is said to have been commissioned by Paul as an evangelist.&nbsp; She eventually settled in Antioch on the Orontes where she died. This same work contains the earliest physical description of Paul that we have.</p>
<p>Even at the end of his life Paul remembered vividly the persecution that he suffered at Iconium and the region (2 Tim 3:11).</p>",,,,,2,4,,Iconiuim.jpg,"Iconium, Konya, Map Maps",,49,32
59,22,Perga Main Street Excavations,"<p>Perge is located 8 mi. [13 km.] north of the Mediterranean coast of Turkey &mdash; about 10.6 mi. [17 km.] northeast of Antalya. It is situated on the large fertile plain of Pamphylia just west of the Cestrus river (modern Aksu river). In New Testament times ships were able to sail up the Cestrus to a point near Perge.</p>

<p>On Paul&#39;s first missionary journey, Paul, Barnabas, and John Mark sailed 175 mi. [280 km.] from <a href=""go.asp?s=420"" target=""_blank"">Paphos</a> on Cyprus to Perge. Here John Mark left the &quot;team&quot; while Paul and Barnabas walked 155 miles [246 km.] inland though the Taurus mountains to&nbsp;<a href=""go.asp?s=60"" target=""_blank"">Pisidian Antioch</a> (Acts 13:13&ndash;14). After having completed their work in Pisidian Antioch, <a href=""go.asp?img=TCSCKY01&amp;SiteID=49"" target=""_blank"">Iconium</a>, <a href=""go.asp?img=TCSCLY01&amp;SiteID=48"" target=""_blank"">Lystra</a>, and <a href=""go.asp?img=TCSCDR01&amp;SiteID=47"" target=""_blank"">Derbe</a>, Paul and Barnabas returned to Perge, where they preached (14:25), before departing from nearby&nbsp;<a href=""go.asp?s=347"" target=""_blank"">Attalia</a> (Antalya) for&nbsp;<a href=""go.asp?s=345"" target=""_blank"">Antioch on the Orontes</a>.</p>

<p>Perge was a very prosperous Greco&ndash;Roman city with a <a href=""go.asp?img=TCMCPEED02"" target=""_blank"">theater</a>, a <a href=""go.asp?img=TCMCPEED06"" target=""_blank"">stadium</a>, <a href=""go.asp?img=TCMCPE02"">magnificent gates</a>, a 980 ft. [300 m.] long <a href=""go.asp?img=TCMCPE08&amp;SiteID=52"">main street</a> that had a 6 ft. wide <a href=""go.asp?img=TCMCPE08&amp;SiteID=52"">water canal</a> flowing through it, a <a href=""go.asp?img=TCMCPE06&amp;SiteID=52"">forum</a>, a <a href=""go.asp?img=TCMCPE11&amp;SiteID=52"">nymphaeum</a>, baths, etc. It has been extensively excavated by Turkish archaeologists and many of its beautiful statues, sarcophagi, and small finds are well displayed in the&nbsp;<a href=""browse.asp?SiteID=77"" target=""_blank"">museum in nearby Antalya</a>.</p>
",,,,,13,4,,PergeMap2.jpg,"Perge, Perga, Map Maps",,52,33
60,21,Pisidian Antioch,"<p>The site of ancient Pisidian Antioch is located on the outskirts of the Turkish town of Yalvac (population 22,500 - 2022). It is located on the western slopes of the Sultan Dag mountains which form the western boundary of the high central Anatolian plateau. &nbsp; Roads from the central plateau funnel past this site and from here they head west 128 mi. [206 km.] to&nbsp;<a href=""browse.asp?SiteID=100"" target=""_blank"">Laodicea ad Lycum</a> from where they radiate out to various coastal cities.</p>

<p>Paul and Barnabas visited the city on their first missionary journey (Acts 13:13&ndash;50; 14:22). They reached the city traveling by foot from <a href=""browse.asp?SiteID=52"" target=""_blank"">Perge</a> some 155 mi. [246 km.] to the south. They probably came to the city due to a recommendation of Sergius Paulus, the proconsul of Cyprus who had previously been converted. It is probable that <a href=""go.asp?img=TCSCPA28&amp;SiteID=89"" target=""_blank"">Sergius Paulus</a> had estates and relatives here in Pisidian Antioch and he had probably sent a letter of introduction with Paul and Barnabas.</p>

<p>Here at Pisidian Antioch Luke records a lengthy excerpt of Paul&#39;s sermon given in the synagogue (Acts 13:16&ndash;41). In it, Paul describes how Jesus of Nazareth is the fulfillment of Old Testament prophecies. After the disappointing results of the sermon Paul &quot;turned to the Gentiles&quot; (13:46&ndash;47).</p>

<p>Paul and Barnabas had to leave town because of the opposition but later returned to it at the end of this journey. Paul probably revisited the city on both his second and third journeys as he passed from east to west through this region. Indeed, the book of Galatians was written to churches in this region.</p>

<p>The city was established in the fourth or early third century B.C. It was designated as a Roman colony by the emperor Augustus in 25 B.C. Much building activity took place between 15 B.C. and A.D. 30 &mdash; just prior to Paul&#39;s visit about A.D. 46 or 47.</p>

<p>Excavated remains include a <a href=""go.asp?img=TCSCPA03&amp;SiteID=53"">monumental gate</a>, <a href=""go.asp?img=TCSCPA05&amp;SiteID=53"">streets</a>, a <a href=""go.asp?img=TCSCPA07&amp;SiteID=53"">small theater</a>, a <a href=""go.asp?img=TCSCPA15&amp;SiteID=53"">Temple to Augustus</a>, a <a href=""go.asp?img=TCSCPA24&amp;SiteID=53"">bath</a>, a nymphaeum, and a <a href=""go.asp?img=TCSCPA26&amp;SiteID=53"">church dedicated to St. Paul</a>. The excavators include Stephen Mitchell and especially the caring work of <a href=""go.asp?img=TCSCPA33&amp;SiteID=89"" target=""_blank"">Mehmet Taslialan</a>.</p>

<p>Please be sure to also view the &quot;<a href=""go.asp?img=TCSCPA28&amp;SiteID=89"" target=""_blank"">Sergius Paulus Inscription</a>.&quot;</p>
",,,,,6,4,,PisidianAntiochMap3.jpg,"Pisidian Antioch, Yalvac, Paul, Acts 13, Pisidia, Map Maps",,53,32
61,22,Aspendos,"<p align=""left"">
	Aspendos is an impressive Roman site famous for is very <a href=""go.asp?img=TCMCAP01&amp;SiteID=54"">well preserved theater</a>. It is situated 28 mi. [45 km.] east of Antalya, 19 mi. [30 km.] east of Perge, and 9 mi. [14.5 km.] inland (north) of the Mediterranean Sea coast.</p>
<p>
	After passing into and out of Greek and Persian hands, it submitted to Alexander the Great ca. 333 B.C., but had to pay annual tribute of 5,732 lb. [2,600 kg.] of gold to him! Subsequently it was variously controlled by the Seleucids (Syria) and the Ptolemies (Egypt). During the first and second centuries A.D. significant building activities took place. At the site the <a href=""go.asp?img=TCMCAP01&amp;SiteID=54"">theater</a>, <a href=""go.asp?img=TCMCAP11&amp;SiteID=54"">aqueduct</a>, and&nbsp;<a href=""go.asp?img=TCMCAP38"">stadium</a> are quite well&ndash;preserved.</p>
",,,,,11,4,,AspendosMap3.jpg,Aspendos Map Maps,,54,33
62,23,Colossae,"<p>
	The site of Colossae is located on the southern edge of the Lycus Valley near larger and more significant sites such as Laodecia, 8 mi. [13 km.] to the west, and Hierapolis, 13 mi. [21.5 km.] to the northwest. It is approximately 112 mi. [180 km.] due east of Ephesus.</p>
<p>
	Paul wrote two letters to Colossae, namely Colossians and Philemon. Paul evidently never visited the city (Col 1:9; 2:1), but rather his colleague Epaphras brought the gospel message to the three cities of the Lycus Valley, that is to Colossae, to Laodicea, and to Hierapolis. However, Paul hoped to visit the city, for he requested Philemon to prepare a lodging for him in anticipation of a visit (Phil 1:23).</p>
<p>
	The mound (Turkish: <span style=""font-style: italic;"">h&uuml;y&uuml;k</span>) of Colossae has not been excavated. It was said to have been a large city in the fifth century B.C. but for some reason it seems to have lost some of its importance by the first century A.D. The reason for this is unclear, for its position on the major road running from east to west, from Pisidian Antioch to Laodicea and from there to the Aegean Sea remained unchanged. Possibly the new, northwest to southeast route, connecting Pergamum to Laodicea and Laodicea to Attalia (Antalya) via Cibyra and Termessos, which bypassed Colossae, reduced its importance.</p>
",,,,,0,4,,ColossaeMap3.jpg,"Colossae, Colosse, Map, Maps",,55,34
63,24,Megiddo (Bronze Age),"<p>The mound of Megiddo is situated in northern Israel on southwestern edge of the Jezreel Valley. It controls a pass that leads through Mt. Carmel and thus it was of considerable strategic importance. Four different excavations of Megiddo have been mounted since 1903 up through the present.</p>

<p>It is 15 acres [6 ha.] in size. Over 20 strata (levels of civilization) have been found at the site.</p>

<hr />
<p>To view remains of Israelite Megiddo&nbsp;<a href=""browse.asp?SiteID=119"" target=""_blank"">Click Here</a>.</p>
",,,,,0,4,,MegiddoMap0305.jpg,"Megiddo, Bronze Age, Map Maps, Photos, Images, PowerPoint",,56,35
64,25,Arad (Early Bronze),"<p>The 25 acre [10 ha.] site of Early Bronze Age Arad is located 18.5 mi. [30 km.] east-northeast of Beersheba. Ruth Amiran spent 18 seasons excavating the Early Bronze Age city. Four distinct EB levels (strata) have been discovered. The high point of occupation was around 2800 B.C. &mdash; some 800 to 1000 years prior to Abraham's arrival in Canaan. Probably 2500 people lived at this large site.</p>
<p>Arad is situated on the northeastern lip of the eastern basin of the Biblical Negev. The region only receives about 12&quot; of rain each year. Good grain crops are typically produced in only one of four years. The soil in the area is a windblown &quot;loess&quot; soil.</p>
<p>The city is in the shape of a large horseshoe, being high around the edges, lower in the center where the water collection portion of the city was located, and open at one end. Early Bronze Age Arad was abandoned by 2650 B.C.</p>
<p>Early Bronze Age cities in Canaan were known for their large size, <a href=""go.asp?img=ISBNAR02&amp;SiteID=57"">massive city walls</a> - with <a href=""go.asp?img=ISBNAR03&amp;SiteID=57"">semi-circular towers</a> attached - and&nbsp;<a href=""go.asp?img=ISBNAR14&amp;SiteID=57"">&quot;broad house&quot;</a> type buildings and Arad is no exception.</p>
<p>&nbsp;</p>
<hr />
<p>&nbsp;</p>
<p>The later, <a href=""go.asp?s=100"" target=""_blank"">Iron Age citadel</a> was excavated by Yohanan Aharoni.</p>",,,,,2,4,,64_AradMap040920.jpg,"EB, Israel, South, Biblical Negev, Negev, Negeb, Eastern Negev, Arad, Early Bronze Age, 2800, City Gate, City Wall, Gate, Wall, Ruth Amiran",,57,36
65,20,Alexandria Troas: Harbor and Structures,"<p>Alexandria Troas was an Aegean seaport located in northwestern Turkey. It is situated 31.2 mi. [50 km.] northwest of Assos &mdash; via the ancient road system. It is 15.5 mi. [25 km.] south of Troy.</p>

<p>In the New Testament it is mentioned Six times as Troas. The term &quot;Troas&quot; was added to &quot;Alexandria&quot; in order to distinguish it from other cities named &quot;Alexandria.&quot; It was here, on Paul&#39;s second missionary journey, that in a vision he received a call to proceed to Europe (Acts 16:8&ndash;11). Because of the use of &quot;us&quot; it seems that Luke joined Paul, Silas, and Timothy on this portion of the journey.</p>

<p>As Paul was traveling from Corinth to Jerusalem at the end of his third journey he stopped in Troas for seven days (Acts 20:6&ndash;12). Acts records that during Paul&#39;s teaching, in an upper room on the third floor of a building, Eutychus (&quot;Good Luck&quot;) fell to his death - but was revived by Paul! From Troas, Paul walked (31.2 mi. [50 km.]) to <a href=""go.asp?s=55"" target=""_blank"">Assos</a> where he met up with his traveling companions who had traveled by ship.</p>

<p>Later, when Paul was in prison in Rome, he requested Timothy to bring the cloak, books, and parchments which he had left with Carpus in Troas &mdash; among the last recorded requests of Paul (2 Timothy 4:13).</p>

<p>Alexandria Troas is huge &mdash; about 1,000(!) acres [405 ha.] in size. It is largely unexcavated although in recent years some work has begun at the site; and more is planned for the near future.</p>
",,,,,1,4,,AlexandriaTroasMap3.jpg,Alexandria Troas Map Maps,,58,31
66,10,Euphrates River,"<p>To view images click on left navigation column.  Brief introductory comments follow.</p><p>This section contains a variety of views of the Euphrates River near and to the north of Carchemish. The Euphrates begins about 85 mi. [138 km.] due east of Erzurum. It is over 1,780 mi. [2865 km.] long - passing through Turkey, Syria, and Iraq before exiting into the Persian Gulf to the southeast.</p>",,,,,4,4,,Euphrates3.jpg,Euphrates River Map Maps,,59,37
67,10,Haran,"<p>Haran (also Harran) is&nbsp;located&nbsp;28&nbsp;mi. [45 km.] south-southeast of Sanliurfa in an open plain area. The name means &quot;cross roads.&quot; It was located on the route that led from Nineveh in the east to the ford on the Euphrates River at Carchemish 55 mi. [90 km.] to the west.</p>

<p>It is mentioned 11 times in the Old Testament. Abram settled here for a period of time on his way from Ur to the Land of Canaan (Genesis 11 and 12). Isaac&#39;s wife Rebecca was from the area. Jacob lived here with Laban for 20 years after fleeing from his brother Esau (Genesis 29). Here he married Leah and Rachel, and all of his children, except Benjamin, were born here!</p>

<p>The city is mentioned in cuneiform texts as far back as 2000 B.C. It was a center of the worship of the moon god Sin - who was also worshiped at Ur. It appears frequently in cuneiform documents and was the last capital of the Assyrian Empire until being captured in 609 B.C. by the Babylonians. In 53 B.C. Crassus, a prominent Roman, was killed here and his troops annihilated. In A.D. 217 the Roman emperor Caracalla was murder here.</p>

<p>Today about 7000 people live in the <a href=""go.asp?img=TEETHN09&amp;SiteID=60"">village</a> and <a href=""go.asp?img=TEETHN06&amp;SiteID=60"">vicinity</a>.</p>
",,,,,3,4,,HaranMap23.jpg,"Haran, Harran, Turkey, Abraham, Isaac, Jacob, Edessa, Photographs, Pictures, Images, PowerPoint",,60,37
68,10,Sanliurfa,"<p>To view images — click on left navigation column. Brief introductory comments follow.</p><p>Sanliurfa is a city of about 300,000 located in eastern Turkey — 34 mi. [54 km.] north of the Syrian border. The name means ""Glorious Urfa."" Although there are some traditions that Abraham was born and raised here, it is more probable that he originated from the ""Ur"" located in southern Mesopotamia — south of Baghdad in modern Iraq.</p><p>From the fourth century B.C. until A.D. 1637 the city was known as Edessa. It was famous as a Roman city, as a center of Christianity (Nestorian), a Moslem center, and briefly, a Crusader County. Today it is a center of pilgrimage for Moslems who come especially to worship at the purported birthplace of Abraham.</p>",,,,,5,4,,Sanliurfa.jpg,Sanliurfa Map Maps,,61,37
69,22,Tarsus,"<p>Tarsus was the birthplace of Paul the apostle (Acts 22:3). It is located at the northeastern corner of the Mediterranean Sea, about 9.5 mi. [15 km.] inland along the Cydnus River. In Paul&#39;s day, the city was one of the top five intellectual centers of the Roman world &mdash; a center for the Stoics. Somewhere between 50,000 to 100,000 people lived there.</p>

<p>The pass from the Cilician Plain into the heartland of Anatolia, the&nbsp;<a href=""go.asp?img=TCMCTS10&amp;SiteID=63"" target=""_blank"">Cilician Gates</a>, lies 27.5 mi. [44 km.] to the north of the city (via the ancient road system). To the east were the &quot;Syrian Gates&quot; which provided access through the Amanus mountains to Asia. Thus Tarsus was an important center for east-west transit traffic.</p>

<p>Paul was actually a citizen of this distinguished city (Acts 9:11; 21:39). Since he was sent to Jerusalem at an early age, to be trained there under the famous Rabbi Gamaliel, it probably wasn&#39;t until after his conversion that Paul interacted with the Greco-Roman culture of Tarsus &mdash; spending some 12&ndash;13 years there before embarking on his first missionary journey.</p>

<p>Paul probably passed through Tarsus as he began his second and third missionary journeys.</p>

<p>Today about 350,000 people live in Tarsus.</p>

<p>To view the massive, but mysterious, Roman Temple at Tarsus <a href=""go.asp?s=377"" target=""_blank"">Click Here</a>.</p>
",,,,,19,4,,TarsusMap3.jpg,Tarsus Map Maps,,62,33
70,22,Cilician Gates (10 images),"<p>The Cilician Gates is really a pass in the Taurus mountains through which almost all traffic passing between the Cilician Plain (Tarsus) and the Anatolian highland (Iconium) passed. The idea of a &quot;gate&quot; seems to refer to that which one must pass through, and through which access can be controlled.</p>

<p>In ancient times the Persians passed through this area on their march westward, but later the Greeks, led by Alexander Great, pursued them through these &quot;gates&quot; in the opposite direction as they retreated eastward.&nbsp; The apostle Paul must have passed through this area at the beginning of his second and third journeys.</p>

<p>The Cilician Gates lie 27.5 mi. [44 km.] to the north of <a href=""browse.asp?SiteID=62"" target=""_blank"">Tarsus</a> (via the ancient road system). This pass has always been of strategic importance.</p>
",,,,,12,4,,CilicianGates04.jpg,"Cilician Gate Gates, Roman Road, Mediterranean Coast, Central, Turkey, Map Maps",,63,33
71,19,Gates Of the Old City,"<p>This section features views of the various gates and the medieval walls of Jerusalem. Most of the gates and the upper portions of the walls of the Old City were completed by Ottoman ruler Suleiman the Magnificent by A.D. 1541.</p>
",,,,,17,4,,IJNTGW01_240.jpg,"Gate Gates, Wall Walls, Jerusalem, Israel, Map Maps, Old City",,64,28
72,27,Midras (Rolling Stone Tomb),"<p>Horvat Midras (Hebrew) or Khirbet Durusiya (Arabic) is located 19 mi. [30 km.] southwest of Jerusalem in the Shephelah. The ancient remains are spread over hundreds of dunams in the area. The site dates to the Hellenistic and Roman periods.</p>
<p>In 1976 part of the cemetery was excavated. Several tombs were uncovered, including, in my estimation, THE BEST ROLLING STONE TOMB in the country. Unfortunately in the late 1990's the tomb site was totally destroyed by vandals.&nbsp; BUT it has been reconstructed and is now visible in the Adullam Park!<br /></p>",,,,,0,4,,MidrasMap3.jpg,"Horvat Midras, Khirbet Midras, Khirbet Durusiya, Amos Kloner, Rolling Stone Tomb, Jesus, Shephelah, Shephela, PowerPoint, Picture, Photograph, Image",,65,38
73,18,Golan/Bashan Views,"<p>Click on the left navigation column to visit.</p>

<p>This area of the country receives over 40 inches of rain per year and is a major water source for the Upper Jordan River and the Sea of Galilee.</p>

<p>For a geographical description of this regions see Carl Rasmussen, <span class=""Blue"">The Zondervan NIV Atlas of the Bible&#160;</span> (Grand Rapids, MI: Zondervan, 1989),&#160;pp. 29-30.&#160; To view for&#160;purchase <a target=""_blank"" href=""http://www.amazon.com/exec/obidos/ASIN/0310251605/holylandphoto-20"">Click Here</a>.</p>
",,,,,0,4,,GolanHeightsMap2.jpg,"Golan, Bashan, Map Maps",,66,27
74,28,Corinth Introduction,"<p><a href=""go.asp?s=239"" target=""_blank"">The Site of Corinth</a> was situated in the northeastern corner of the Peloponnese &mdash; very near the narrow land bridge (isthmus) that connected the Peloponnese to the mainland of Greece. Its strategic location was enhanced due to its proximity to the <a href=""go.asp?s=247"" target=""_blank"">diolkos</a> &mdash; the stone-paved roadway that connected the Saronic Gulf with the Gulf of Corinth. By using this overland passageway, passengers and cargo avoided the difficult and time-consuming trip around the southern end of the Peloponnese.</p>

<p>The Greek city of Corinth had been (partially) destroyed by the Romans in 146 B.C., but the rebuilding process, as a Roman city, had begun by 44 B.C. In Paul&#39;s day there may have been 200,000 people living there. For a long time it had been famous for its immorality and its commercial character. Its two harbors were Lechaion (Gulf of Corinth) and <a href=""go.asp?s=251"" target=""_blank"">Cenchreae</a> (Saronic Gulf). Every two years important games were held at nearby Isthmia.</p>

<p>Paul spent 18 months here on his second journey and maybe three months on his third. The letters of first and second Corinthians were written to the church here, and Paul probably wrote first and second Thessalonians and Romans while in Corinth.</p>

<hr />
<p>To view important artifacts from Corinth, including the&nbsp;Erastus inscription, a menorah, and others,&nbsp;<a href=""browse.asp?SiteID=88"" target=""_blank"">Click Here</a>.</p>

<p>Excavations have been conducted at Corinth for over 100 years. Major finds have helped us understand the history and culture of the city that Paul spent so long ministering in. See the images included in this section and John McRay&#39;s <em>Archaeology and the New Testament</em>. Grand Rapids, MI: Baker, 1991.&nbsp; To view for&nbsp;purchase <a href=""http://www.amazon.com/exec/obidos/ASIN/0801062675/holylandphoto-20"" target=""_blank"">Click Here</a>.</p>

<p>Suggestion:&nbsp; You may also be interested in the images of the <a href=""go.asp?s=250"" target=""_blank"">Corinth Canal</a>, the <a href=""go.asp?s=247"" target=""_blank""><em>diolkos</em>,</a> the port of <a href=""go.asp?s=251"" target=""_blank"">Cenchreae</a>, and the <a href=""go.asp?s=246"" target=""_blank"">Acrocorinth</a>.</p>

<hr />
<p>For a very informative <a href=""https://youtu.be/ynhH6tPeFLo"" target=""_blank"">14 minute video on Corinth see This</a>.&nbsp; I think that even veteran travelers to Corinth will be impressed.&nbsp; Lots of New Testament connections.</p>
",,,,,0,3,,CorinthMap03.jpg,Corinth Map Maps,,67,39
75,14,Sower's Cove,"<P>The ""Sower's Cove"" is located 0.6 mi. [1 km.] west of Capernaum on the north shore of the Sea of Galilee. It is a horseshoe-shaped cove, that looks somewhat like a natural semicircular theater. Many have suggested that it may have been the place where Jesus, being pressed on by the crowd, got into a boat, and from near the shore, preached to the assembled crowd (see Matthew 13:1–23; Mark 4:1–20; and Luke 8:4–15 - especially, the parable of the Sower).</P>",,,,,20,4,,SowersCove1.jpg,,,68,7
77,29,Dan,"<p>Dan is the name of a town mentioned 27 times in the Old Testament. It was located on the northern boundary of Israel and appears in the well&#8211;known phrase ""from Dan to&#160;<a target=""_blank"" href=""go.asp?s=113"">Beersheba</a>."" It is located near one of the powerful springs that feed the Jordan River.</p>

<p>The Arabic name of this large 50 acre [20 ha.] site is Tell el-Qadi. Avraham Biran has been excavating here since 1966. Among his numerous finds are a very well&#8211;preserved&#160;<a target=""_blank"" href=""go.asp?img=INHVDN04&amp;SiteID=70"">gate from about 1750 B.C</a>., a&#160;<a target=""_blank"" href=""go.asp?img=INHVDN20&amp;SiteID=70"">gate complex from the divided monarchy</a>, and a&#160;<a target=""_blank"" href=""go.asp?img=INHVDN07&amp;SiteID=70"">cult site where Jeroboam's golden calves may have been placed</a>.</p>
",,,,,2,4,,DanMap3.jpg,Dan Map Maps,,70,40
78,23,Didyma,"<p>Didyma is an ancient religious site located near Yenihisar in western Turkey. It is situated about 39 mi. [62 km.] south of Ephesus (as the crow flies).</p>

<p>It was the site of a world famous oracle of Apollo (compare <a href=""go.asp?img=GCTCDLTA01"" target=""_blank"">Delphi</a>! in Greece). The oldest temple at Didyma was completed about 560 B.C. but destroyed in 494 B.C. by Darius I, the Persian. About 300 B.C. Seleucus I Nicator began building the well-preserved Hellenistic Temple that still stands today. For the next 500(!) years it was under construction. It went out of use during the fourth century A.D. as Christianity grew stronger in this region.</p>

<p>People from all over the world would come to Didyma to consult the prophetess here. In addition, every fourth year a festival &mdash; including music, oratory, drama, and athletic events &mdash; was held here. Technically, Didyma was not a city, but a religious site.</p>
",,,,,1,4,,DidymaMap3.jpg,"Didyma Map Maps, Temple, Apollo",,71,34
79,12,Aegina,"<p>The island of Aegina (Aigina) is located in center of the Saronic Gulf about 18.5 mi. [30 km.] west of Piraeus &mdash; the port of Athens. Its name is also spelled as Eyine, Egina, Aigina, etc. The island is 33 sq. mi. [83 sq. km.] in size and depends upon wells for water.<br /><br />It was inhabited as early as the 4th millennium<span style=""font-weight: bold;""> </span>B.C. From the seventh through the fifth centuries B.C. its potters, sculptors, and bronze workers were very famous. During the seventh century B.C. it introduced a system of silver coins which were used all over the Greek controlled Aegean. The famous coins bore the image of a tortoise.<br /><br />The fleet from Aegina was instrumental in assisting the Athenians defeat the Persians at the important Battle of Salamis in 480 B.C. Soon after, the Athenians turned on the people of Aegina, and the island has been conquered and resettled many times since the classical period.<br /><br />From A.D. 1826&ndash;28 Aegina served as the temporary capital during the Greek war of independence.<br /><br />The harbor and the Temple of Aphaia are the most important remains on Aegina.<!--p--></p>",,,,,0,4,,AeginaMap03.jpg,Aegina Map Maps,,72,41
80,23,Euromos (Temple of Zeus),"<P>Euromos, also spelled Euromus, is located in southwestern Turkey about 44 mi. [70 km.] southeast of Ephesus — ""as the crow flies."" The city has not been excavated, but it seems that it flourished from the second century B.C. to the second century A.D.</P>
<P>The most prominent remain is the very well preserved Temple of Zeus which may have been constructed during the reign of Hadrian (A.D. 117-138). It is evidently located outside of and north of the city. Note Paul's experience at <A href=""browse.asp?SiteID=48"" target=_blank>Lystra</A> where the temple of Zeus was also located ""just outside the city"" (Acts 14:13).</P>
<P>The infrequently visited site is situated in an olive grove just off the main highway. This may be the best preserved of all of the temples in Turkey with 16 of its original columns still standing.</P>
<P>For information on the possible relationship of this building with Revelation 3:12 <A href=""go.asp?img=TWCSEU02&amp;SiteID=73"">Click Here</A>.</P>",,,,,11,4,,EuromosMap2.jpg,Euromos Map Maps,,73,34
81,20,Philadelphia,"<p>Philadelphia (modern Alashehir) is one of the seven churches that John addressed in the book of Revelation (3:7&ndash;13). It was founded in the third century B.C. by one of the Pergamenian kings and named after Attalus II (159&ndash;138 B.C.) who maintained &quot;loyalty/love&quot; for his brother, Eumenes II (197&ndash;159 B.C.), in spite of Roman pressure &mdash; thus the name &quot;Philadelphia&quot; (brotherly love).</p>
<p>It is located about 80 mi. [127 km.] east of Smyrna (Izmir) in western Turkey. In NT times it was at an important road junction, for a major route coming from the east, which terminated at Smyrna, ran though it. In addition it was on a diagonal route that ran from Pergamum 111 mi. [178 km.] to the northwest to Attalia, 187 mi. [300 km.] to the southeast.</p>
<p>In the ancient sources it was known for housing a number of temples and in A.D. 17 it was destroyed by a devastating earthquake. In Revelation 3:12 the believer who &quot;overcomes&quot; is compared to a pillar (stability) in the temple of God, and on him/it three names will be written &mdash; compare the names inscribed on the columns of the temple of Zeus at <a href=""go.asp?img=TWCSEU02&amp;SiteID=73"" target=""_blank"">Euromos</a>.</p>",,,,,10,4,,PhiladelphiaMap2.jpg,Philadelphia Map Maps,,74,31
